pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,motor.time,motor.m1,motor.m2,motor.m3,motor.m4,rpy.r,rpy.p,rpy.y,bat.time,bat
1719913572960991593,0.002577675972133875,0.0033070005010813475,0.018115786835551262,1719913572962262106,0.9991955757141113,-0.006303085945546627,-0.0027766814455389977,0.03948185220360756,1719913572956397881,-0.004336305893957615,-0.0067264423705637455,-0.002896789461374283,1719913572959878342,-0.07887589931488037,0.23275594413280487,0.08030426502227783,1719913572958757016,0.0,0.0,0.0,0.0,-0.7365506291389465,0.28922468423843384,4.530994892120361,1719913572957527401,3.7847506999969482
1719913572969946248,0.0025890814140439034,0.0033730296418070793,0.018030989915132523,1719913572971855664,0.9991944432258606,-0.006310863420367241,-0.002780474489554763,0.03950852155685425,1719913572963968926,-0.004430834203958511,-0.00718876626342535,-0.002366838976740837,1719913572968888302,0.16821911931037903,0.03189468011260033,-0.09745554625988007,1719913572967246090,0.0,0.0,0.0,0.0,-0.73429274559021,0.28941255807876587,4.527429103851318,1719913572965517270,3.7794721126556396
1719913572980106983,0.002590741729363799,0.0034077907912433147,0.017987843602895737,1719913572981870786,0.9991937875747681,-0.0062902020290493965,-0.0027877436950802803,0.03952796757221222,1719913572973631267,-0.004363097716122866,-0.007083764765411615,-0.0028691361658275127,1719913572979144693,0.000928745954297483,0.0385541208088398,-0.009648704901337624,1719913572976519508,0.0,0.0,0.0,0.0,-0.73520827293396,0.289792001247406,4.530493259429932,1719913572974373882,3.7847506999969482
1719913572990370428,0.0025933566503226757,0.003419028129428625,0.017968887463212013,1719913572991296424,0.9991927742958069,-0.006281438283622265,-0.0027868575416505337,0.03955471143126488,1719913572983525091,-0.004427893087267876,-0.0070582106709480286,-0.0031735331285744905,1719913572989282001,0.08234849572181702,-0.2784126400947571,-0.06417443603277206,1719913572985929566,0.0,0.0,0.0,0.0,-0.7328810095787048,0.2907036542892456,4.532722473144531,1719913572984121779,3.7794721126556396
1719913573000486242,0.0025821432936936617,0.0033001971896737814,0.018113430589437485,1719913573001646655,0.9991945028305054,-0.006264055613428354,-0.002781251445412636,0.039514001458883286,1719913572993231372,-0.004323371220380068,-0.0070305331610143185,-0.0032226089388132095,1719913572998245266,-0.03832852467894554,-0.04794584587216377,-0.030336659401655197,1719913572996809530,0.0,0.0,0.0,0.0,-0.731881320476532,0.2906223237514496,4.535786151885986,1719913572995406084,3.7794721126556396
1719913573011389348,0.0025953128933906555,0.003363334806635976,0.01802874356508255,1719913573012258621,0.999193549156189,-0.006279612425714731,-0.0027817527297884226,0.03953523188829422,1719913573003711564,-0.00431243609637022,-0.0075079635716974735,-0.002551521873101592,1719913573009188640,-0.1309763789176941,-0.014647526666522026,-0.1009690910577774,1719913573007148196,0.0,0.0,0.0,0.0,-0.729853630065918,0.2900889813899994,4.531108856201172,1719913573004826596,3.7794721126556396
1719913573021688928,0.002600165782496333,0.0033995367120951414,0.017992131412029266,1719913573023202993,0.9991929531097412,-0.00627951929345727,-0.0027934066019952297,0.03954923525452614,1719913573014231521,-0.00416178721934557,-0.007345200050622225,-0.002903347834944725,1719913573018923836,0.018124429509043694,-0.2100052386522293,-0.12223079055547714,1719913573018079645,0.0,0.0,0.0,0.0,-0.7316434979438782,0.2900603413581848,4.533547878265381,1719913573015105297,3.7794721126556396
1719913573030733608,0.0025843337643891573,0.003290351014584303,0.018127314746379852,1719913573031974919,0.9991949200630188,-0.006270891521126032,-0.0027810486499220133,0.03950292244553566,1719913573025636800,-0.004143105819821358,-0.007193349301815033,-0.0029912868048995733,1719913573029577085,0.20190152525901794,0.28484129905700684,0.122147336602211,1719913573028377236,0.0,0.0,0.0,0.0,-0.7316898107528687,0.29138487577438354,4.535162925720215,1719913573026626438,3.7847506999969482
1719913573040707998,0.002576229628175497,0.0032369662076234818,0.01820448413491249,1719913573042841283,0.9991965293884277,-0.006260332185775042,-0.002771490253508091,0.03946419432759285,1719913573034076223,-0.004383180756121874,-0.007505512796342373,-0.0021609622053802013,1719913573039350888,-0.04630516469478607,-0.1488027423620224,-0.017894184216856956,1719913573036301348,0.0,0.0,0.0,0.0,-0.7306323051452637,0.290042906999588,4.529839515686035,1719913573035197061,3.7794721126556396
1719913573049915595,0.002573535079136491,0.003210958559066057,0.018237223848700523,1719913573051082835,0.9991983771324158,-0.006253011524677277,-0.0027859986294060946,0.03941754624247551,1719913573045085225,-0.004460507072508335,-0.0077105797827243805,-0.0017832929734140635,1719913573048220938,-0.12228519469499588,0.1300548017024994,0.04522251710295677,1719913573047370961,0.0,0.0,0.0,0.0,-0.7293686270713806,0.28902456164360046,4.525388240814209,1719913573046229841,3.7847506999969482
1719913573060278270,0.0025699075777083635,0.0031918908935040236,0.018254820257425308,1719913573061366160,0.9992002248764038,-0.006247227545827627,-0.002764924895018339,0.03937338665127754,1719913573054248411,-0.004607269540429115,-0.007776223588734865,-0.0016074215527623892,1719913573057825116,0.0027534260880202055,0.05849860981106758,-0.13230299949645996,1719913573056850880,0.0,0.0,0.0,0.0,-0.7285825610160828,0.2907528877258301,4.520046710968018,1719913573055501984,3.7794721126556396
